Id_Hotel,Nama Hotel,Kategori Hotel,Klasifikasi Hotel,Alamat,Harga
656,GRAND PREANGER,BINTANG 4,CITY HOTEL,JL. ASIA AFRIKA NO. 81,875000
657,HOTEL HORISON BANDUNG,BINTANG 4,CITY HOTEL,JL. PELAJAR PEJUANG 45 NO. 121,875000
658,HYATT REGENCY BANDUNG,BINTANG 4,CITY HOTEL,JL. SUMATERA NO. 51,875000
659,SAVOY HOMAN,BINTANG 4,DOWN TOWN HOTEL,JL. ASIA AFRIKA NO. 112,875000
660,THE ARDJUNA BOUTIQUE HOTEL,BINTANG 4,BOUTIQUE HOTEL,JL. CIUMBULEUIT NO. 152,875000
661,TRAVELLO HOTEL,BINTANG 4,CITY HOTEL,JL. SETIABUDHI NO. 268 BANDUNG,875000
662,GRAND TEBU HOTEL,BINTANG 4,CITY HOTEL,JL. R.E MARTADINATA NO. 207 BANDUNG JAWA BARAT,875000
663,PRIME PARK HOTEL,BINTANG 4,CITY HOTEL,JL. MUSTOFA NO.47-57 BANDUNG,875000
664,REGATA HOTEL,BINTANG 4,DOWN TOWN HOTEL,JL. DR. SETIABUDHI NO. 35 BANDUNG,875000
665,MARBELLA HOTEL,BINTANG 4,CITY HOTEL,JL. SENTRA DAGO PAKAR DAGO BANDUNG,875000
666,THE MAJESTY HOTEL,BINTANG 4,CITY HOTEL,JL. SURYA SUMANTRI NO.91 BANDUNG,875000
667,ASTON BRAGA HOTEL AND RESIDENCE,BINTANG 4,RESIDENTIAL HOTEL,JL. BRAGA NO.99-101 BANDUNG,875000
668,ARION SWISS-BEL HOTEL,BINTANG 4,CITY HOTEL,JL. OTTO ISKANDARDINATA NO.16 BANDUNG,875000
669,HAY HOTEL BANDUNG,BINTANG 4,CITY HOTEL,JL. TRUNO JOYO NO. 19 BANDUNG,875000
670,SUMMER HIILLS PRIVATE VILLAS AND HOTEL,BINTANG 4,RESIDENTIAL HOTEL,JL. SETRASARI RAYA NO.10 BANDUNG,875000
671,FOX HARIIS CITY CENTER BANDUNG,BINTANG 4,CITY HOTEL,JL. JAWA NO. 3 SUMUR BANDUNG KOTA BANDUNG JAWA BARAT,875000
672,PARK VIEW HOTEL,BINTANG 4,CITY HOTEL,JL. SUKAJADI NO.153 BANDUNG,875000
673,GRAND MERCURE HOTEL,BINTANG 4,RESIDENTIAL HOTEL,JL. DR. SETIABUDI NO. 269 LEMBANG BANDUNG,875000
674,FOUR POINT HOTEL BY SHERATON,BINTANG 4,DOWN TOWN HOTEL,JL IR. H JUANDA NO 46 DAGO BANDUNG,875000
675,NOVOTEL BANDUNG,BINTANG 4,CITY HOTEL,JL.CIHAMPELAS NO 23 25 CIPAGANTI BANDUNG,875000
676,SENSA HOTEL,BINTANG 4,CITY HOTEL,JL. CIHAMPELAS 160 CIHAMPELAS BANDUNG,875000
677,SANDALWOOD HOTEL,BINTANG 4,BOUTIQE HOTEL,JL. SESKOAU NO. 1 LEMBANG BANDUNG,875000
678,NOVENA HOTEL,BINTANG 3,RESIDENTIAL HOTEL,JL. RAYA LEMBANG NO.2 LEMBANG BANDUNG JAWA BARAT,690000
679,V HOTEL,BINTANG 3,RESIDENTIAL HOTEL,JL. TERUSAN SUTAMI III NO. 1 PASTEUR BANDUNG JAWA BARAT,690000
680,YELLO HOTEL PASKAL BANDUNG,BINTANG 3,DOWN TOWN HOTEL,JL. PASAR KALIKI NO. 25 PASIR KALIKI BANDUNG JAWA BARAT,690000
681,BALI WORLD HOTEL,BINTANG 3,CITY HOTEL,JL. SOEKARNO HATTA NO.713 BY-PASS TIMUR SOEKARNO HATTA BYPASS BANDUNG,690000
682,DAGO HIGHLAND RESORT,BINTANG 3,RESORT HOTEL,JL. BUKIT PAKAR TIMUR IV NO.88 DAGO BANDUNG,690000
683,FAVE HOTEL,BINTANG 3,DOWN TOWN HOTEL,JL. PASIR KALIKI NO.25-27 BANDUNG,690000
684,GRAND CORDELA HOTEL,BINTANG 3,CITY HOTEL,JL. SOEKARNO HATTA NO. 791 B BANDUNG,690000
685,ZEST HOTEL,BINTANG 3,CITY HOTEL,JL. SUKAJADI NO.16 BANDUNG,690000
686,GRAND SOVIA HOTEL,BINTANG 3,CITY HOTEL,JL. KEBON KAWUNG NO.16 BANDUNG,690000
687,METRO INDAH BANDUNG HOTEL,BINTANG 3,DOWN TOWN HOTEL,JL. SOEKARNO HATTA NO.590 BANDUNG JAWA BARAT,690000
688,BTC HOTEL,BINTANG 3,DOWN TOWN HOTEL,JL. DR. DJUNJUNAN 143-149 PASTEUR BANDUNG,690000
689,DBEST HOTEL SOFIA DAGO,BINTANG 3,RESIDENTIAL HOTEL,JL. TEUKU ANGKASA NO.27 BANDUNG JAWA BARAT,690000
690,MUTIARA HOTEL BANDUNG,BINTANG 3,CITY HOTEL,JL. KEBON KAWUNG NO.60 BANDUNG JAWA BARAT,690000
691,GRAND PARADISE HOTEL,BINTANG 3,RESORT HOTEL,JL.RAYA TANGKUBAN PERAHU NO.50LEMBANGBANDUNG,690000
692,GRAND HOTEL LEMBANG,BINTANG 3,RESORT HOTEL,JL. RAYA LEMBANG NO.272 LEMBANG BANDUNG,690000
693,THE SUMMIT SILIWANGI HOTEL,BINTANG 3,CITY HOTEL,JL. SERAM NO.5 RIAU BANDUNG,690000
694,D'BEST HOTEL PASAR BARU,BINTANG 3,DOWN TOWN HOTEL,JL. OTO ISKANDARDINATA NO.460 ASTANA ANYAR BANDUNG,690000
695,HOTEL NALENDRA BANDUNG,BINTANG 3,DOWN TOWN HOTEL,JL.CIHAMPELAS NO.225-2229 BANDUNG,690000
696,PANORAMA LEMBANG HOTEL,BINTANG 3,RESORT HOTEL,JL. TANGKUBAN PERAHU NO. 29 LEMBANG BANDUNG,690000
697,NEO DIPATIUKUR BANDUNG,BINTANG 3,CITY HOTEL,JL. DIPATIUKUR NO.72-74 BANDUNG JAWA BARAT,690000
698,KEDATON HOTEL BANDUNG,BINTANG 3,CITY HOTEL,JL. SUNIARAJA NO.14 BANDUNG,690000
699,GEARY HOTEL BANDUNG,BINTANG 3,CITY HOTEL,JL. KEBON KAWUNG NO. 12 PASIR KALIKI BANDUNG JAWA BARAT,690000
700,HOTEL PESONA BAMBOE,BINTANG 3,RESORT HOTEL,JL. RAYA LEMBANG NO. 227 LEMBANG BANDUNG,690000
701,IBIS STYLES BANDUNG BRAGA,BINTANG 3,CITY HOTEL,JL. BRAGA NO. 8 BANDUNG,690000
702,ARDAN HOTEL,BINTANG 3,CITY HOTEL,JL. SEDERHANA NO.8-10 SUKAJADI BANDUNG,690000
703,HOUSE OF SANGKURIANG,BINTANG 3,GUEST HOUSE,JL. SANGKURIANG NO.1 BANDUNG,690000
704,IBIS BANDUNG PASTEUR,BINTANG 3,CITY HOTEL,JL. DOKTER DJUNJUNAN NO. 22 PASTEUR BANDUNG,690000
705,HOTEL CEMERLANG,BINTANG 3,CITY HOTEL,JL. HOS TJOKROAMINOTO NO.45 PASIR KALIKI BANDUNG,690000
706,EL CAVANA HOTEL,BINTANG 3,DOWN TOWN HOTEL,JL. STASIUN BARAT NO.25-27 BANDUNG JAWA BARAT,690000
707,HOTEL MITRA BANDUNG,BINTANG 3,CITY HOTEL,JL. WR. SUPRATMAN NO.98 BANDUNG,690000
708,THE NEWTON HOTEL BANDUNG,BINTANG 3,CITY HOTEL,JL. RE. MARTATADINATA NO.223-227 BANDUNG,690000
709,PROMENADE HOTEL,BINTANG 3,DOWN TOWN HOTEL,JL. CIHAMPELAS NO. 119-121 CIHAMPELAS,690000
710,DE RAIN BANDUNG MANAGED BY DAFAM,BINTANG 3,CITY HOTEL,JL. LENGKONG KECIL NO.76-80 PALEDANG LENGKONG BANDUNG,690000
711,NEW SANY ROSA HOTEL,BINTANG 3,RESIDENTIAL HOTEL,JL. HEGARMANAH NO.2A CIUMBULEUIT BANDUNG,690000
712,PATRA COMFORT BANDUNG,BINTANG 3,CITY HOTEL,JL. IR. H. JUANDA NO.132 BANDUNG,690000
713,THE CIPAKU GARDEN HOTEL,BINTANG 3,RESIDENTIAL HOTEL,JL. CIPAKU INDAH X NO. 2-4 SETIABUDI BANDUNG,690000
714,SHEO HOTEL,BINTANG 3,CITY HOTEL,JL. CIUMBULEUIT NO.152 BANDUNG JAWA BARAT,690000
715,HOTEL DAFAM RIO,BINTANG 3,CITY HOTEL,JL. L.L.R.E MARTADINATA NO. 160 RIAU BANDUNG,690000
716,MOSCATO HOTEL &CAFÃÃÎ©,BINTANG 3,CITY HOTEL,JL. RAYA LEMBANG NO.11 BANDUNG,690000
717,PASAR BARU SQUARE HOTEL BANDUNG,BINTANG 3,DOWN TOWN HOTEL,JL. OTTO ISKANDARDINATA NO.81-89 BANDUNG,690000
718,GRAND VIVEANA HOTEL,BINTANG 3,CITY HOTEL,JL. PADJAJARAN NO. 73 CICENDO BANDUNG,690000
719,KEMBANG HOTEL,BINTANG 3,DOWN TOWN HOTEL,JL. CIHAMPELAS NO. 100 SUKAJADI 40011 BANDUNG,690000
720,EXECELLENT SEVEN HOTEL,BINTANG 3,CITY HOTEL,JL. DR. ERLICH NO. 7. DR.OTTEN-PASTURE KOTA BANDUNG,690000
721,VIO HOTEL CIMANUK,BINTANG 3,CITY HOTEL,JL. CIMANUK NO.15 CITARUM BANDUNG WETAN KOTA BANDUNG JAWA BARAT,690000
722,SUKAJADI HOTEL,BINTANG 3,CITY HOTEL,JL. SUKAJADI NO.176 SUKAJADI BANDUNG JAWA BARAT,690000
723,CINNAMON HOTEL BOUTIQUE SYARIAH,BINTANG 3,BOUTIQE HOTEL,JL. SETIABUDHI NO. 300 BANDUNG,690000
724,HORISON KARANG SETRA RESORTS BANDUNG,BINTANG 3,RESORT HOTEL,JL. BUNGUR NO. 2 SUKAJADI BANDUNG,690000
725,SAPADIA GUEST HOUSE,BINTANG 3,GUEST HOUSE,JL. MUNDING LAYA NO.2 CIKAPAYANG COBLONG BANDUNG,690000
726,VERONA PALACE HOTEL,BINTANG 3,CITY HOTEL,JL. SURYA SUMANTRI 36 BANDUNG,690000
727,HOTEL NYLAND PASTEUR,BINTANG 3,DOWN TOWN HOTEL,JL. DR. DJUNDJUNAN NO.125 (TERUSAN PASTEUR) BANDUNG,690000
728,RED DOORZ TALAGA BODAS,BINTANG 3,CITY HOTEL,"JL. TALAGA BODAS NO. 6-8Â  LENGKONG
  BANDUNG",690000
729,NAMIN DAGO HOTEL,BINTANG 3,RESIDENTIAL HOTEL,JL.HASANUDIN NO.10 DAGO BANDUNG JAWA BARAT,690000
730,HOTEL LINGGA BANDUNG,BINTANG 3,CITY HOTEL,JL. SOEKARNO HATTA NO.464 SOEKARNO HATTA BYPASS BANDUNG,690000
731,FABU HOTEL BANDUNG,BINTANG 3,CITY HOTEL,JL. KEBON JATI NO.32 BANDUNG,690000
732,RED DOORZ TSM,BINTANG 3,CITY HOTEL,JL. SALEDRI NO.18 LINGKAR SELATAN BANDUNG,690000
733,ANGGREK GANDASARI HOTEL,BINTANG 3,CITY HOTEL,JL. SERAM NO.3 BANDUNG JAWA BARAT,690000
734,BUMI BANDHAWA HOTEL,BINTANG 3,RESIDENTIAL HOTEL,JL. KONSTITUSI 1/16 CIGADUNG DAGO BANDUNG,690000
735,D'SOVIA HOTEL,BINTANG 3,CITY HOTEL,JL. GARDU JATI NO. 81 - 83 BANDUNG,690000
736,THE PALAIS DAGO HOTEL,BINTANG 3,RESIDENTIAL HOTEL,JL. IR. H. JUANDA NO.90 DAGO BANDUNG,690000
737,RED DOORZ BABAKAN JERUK,BINTANG 3,CITY HOTEL,JL. BABAKAN JERUK I NO. 10 SUKAGALIH SUKAJADI BANDUNG,690000
738,AHADIAT HOTEL & BUNGALOW,BINTANG 3,RESORT HOTEL,JL. SINDANG SIRNA ELOK (PROF.SUTAMI) NO. 9 SETRASASI SUKAJADI BANDUNG,690000
739,D'BATOE BOUTIQE HOTEL,BINTANG 3,BOUTIQE HOTEL,JL. PASIR KALIKI 78 BANDUNG,690000
740,SCARLET DAGO HOTEL,BINTANG 3,RESIDENTIAL HOTEL,JL. SILIWANGI NO.5 DAGO BANDUNG,690000
741,THE SILK HOTEL BANDUNG,BINTANG 3,RESIDENTIAL HOTEL,JL. IR. H. JUANDA NO. 392 DAGO BANDUNG,690000
742,THE SUITES BY EMJI GROUP,BINTANG 3,CITY HOTEL,JL. SOEKARNO HATTA NO 698 BUAH BATU BANDUNG,690000
743,U VILLAGE HOTEL,BINTANG 3,RESORT HOTEL,JL. BUKIT TUNGGUL NO. 8 CIUMBULEUIT BANDUNG,690000
744,VILLA DAGO HOTEL SYARIAH,BINTANG 3,GUEST HOUSE,JL. MAWAR 2 NO. 42A DAGO ATAS BANDUNG,690000
745,HOLAMIGOS,BINTANG 3,GUEST HOUSE,JL. AHMAD YANI NO. 669 PADASUKA,690000
746,THE BATIK BED & COFFEE,BINTANG 3,CITY HOTEL,JL. SRIWIJAYA NO. 121 BANDUNG,690000
747,ASMILA BOUTIQE,BINTANG 3,BOUTIQE HOTEL,JL. DR. SETIABUDHI NO. 54 SETIABUDI BANDUNG,690000
748,HOTEL UTARI DAGO,BINTANG 3,RESIDENTIAL HOTEL,JL. IR. H JUANDA NO. 50 DAGO COBLONG BANDUNG,690000
749,DAILY HOME APARTMENT,BINTANG 3,APARTMENT,JL. SETIABUDI NO. 130-134 SETIABUDI BANDUNG,690000
750,HOTEL BILIQUE,BINTANG 3,RESIDENTIAL HOTEL,JL. SERSAN BAJURI NO. 100,690000
751,TOPAS GALLERY,BINTANG 3,DOWN TOWN HOTEL,JL. DR. DJUNDJUNAN NO. 153,690000
752,HOTEL TRIO,BINTANG 3,CITY HOTEL,JL. GARDUJATI NO. 55-61,690000
753,HOTEL SUKAJADI,BINTANG 3,DOWN TOWN HOTEL,JL. SUKAJADI NO. 176,690000
754,HOTEL MUTIARA,BINTANG 3,CITY HOTEL,JL. KEBON KAWUNG NO. 60,690000
755,NALENDRA,BINTANG 3,DOWN TOWN HOTEL,JL. CIHAMPELAS NO. 227-229,690000
756,CIPAKU GARDEN HOTEL,BINTANG 3,RESORT HOTEL,JL.CIPAKU XI NO. 2,690000
757,GRAND SERELA,BINTANG 3,CITY HOTEL,JL. R.E. MARTADINATA NO. 56,690000
758,HOTEL GUCI,BINTANG 3,CITY HOTEL,JL. PASIR KALIKI NO. 53-55,690000
759,INTERNATIONAL IMPERIUM,BINTANG 3,DOWN TOWN HOTEL,JL. DR. RUM NO. 30-32,690000
760,HOTEL KEDATON,BINTANG 3,CITY HOTEL,JL. SUNIARAJA NO. 14,690000
761,NEW NARIPAN,BINTANG 3,CITY HOTEL,JL. NARIPAN NO. 31-35,690000
762,HOTEL PERDANA WISATA,BINTANG 3,CITY HOTEL,JL. JEND. SUDIRMAN NO. 66-68,690000
763,SANTIKA,BINTANG 3,CITY HOTEL,JL. SUMATERA NO. 52-54,690000
764,HOTEL IBIS TSM,BINTANG 3,CITY HOTEL,JL. GATOT SUBROTO NO. 289,690000
765,THE GUESTHOUSE CIPEDES,BINTANG 3,GUEST HOUSE,JL. CIPEDES ATAS NO. 86B BANDUNG,690000
766,OBC GUEST HOUSE,BINTANG 3,GUEST HOUSE,JL. RANCABENTANG 1 NO.3A CIUMBULEUIT BANDUNG,690000
767,SWEET KARINA HOTEL,BINTANG 3,CITY HOTEL,JL. TERUSAN BABAKAN JERUK IV NO.38 BANDUNG JAWA BARAT,690000
768,CASSADUA HOTEL,BINTANG 3,CITY HOTEL,JL. CASSA NO.2 PASTEUR BANDUNG,690000
769,NARAYA HOUSE,BINTANG 3,CITY HOTEL,JL. KH. AHMAD DAHLAN NO. 20 LENGKONG BANDUNG JAWA BARAT,690000
770,OTTEN INN,BINTANG 3,CITY HOTEL,JL. DR. OTTEN NO. 28 PASTEUR BANDUNG JAWA BARAT,690000
771,CATELLYA GUEST HOUSE,BINTANG 3,GUEST HOUSE,JL. CIPAKU INDAH III NO. 11 SETIABUDHI BANDUNG,690000
772,DE BEVERLY DAGO APARTMENT,BINTANG 3,APARTMENT,JL. SANGKURIANG NO. 15 BANDUNG JAWA BARAT,690000
773,RED DOORZ APARTMENT,BINTANG 3,APARTMENT,JL. SOEKARNO HATTA NO. 689B BANDUNG 40286 JAWA BARAT,690000
774,RED DOORZ GEDUNG SATE,BINTANG 3,CITY HOTEL,JL. ARIA JIPANG NO. 6 CITARUM BANDUNG,690000
775,RED DOORZ PASTEUR,BINTANG 3,DOWN TOWN HOTEL,"JL. PDAM NO.7 SUKAMULYA PASTEUR 40162Â 
  BANDUNG",690000
776,POP HOTEL BANDUNG FESTIVAL CITY LINK,BINTANG 2,CITY HOTEL,JL. PETA 241 PASIR KOJA BANDUNG,410000
777,TAMANSARI PANORAMIC,BINTANG 2,CITY HOTEL,JL. SOEKARNO HATTA NO. 783A BANDUNG,410000
778,VIO CIHAMPELAS,BINTANG 2,DOWN TOWN HOTEL,JL. CIHAMPELAS NO. 108 BANDUNG JAWA BARAT,410000
779,ALAM PERMAI,BINTANG 2,CITY HOTEL,JL. DR. SETIABUDI NO. 432,410000
780,BUMI ASIH,BINTANG 2,CITY HOTEL,JL. CILAMAYA NO. 1,410000
781,DE'QUR,BINTANG 2,CITY HOTEL,JL. DIPATIUKUR NO. 27,410000
782,HOTEL KING GARDEN,BINTANG 2,CITY HOTEL,JL. GARDUJATI NO. 81-83,410000
783,ROYAL PALACE,BINTANG 2,CITY HOTEL,JL. LEMBONG NO. 21,410000
784,HOTEL CITRADREAM BANDUNG,BINTANG 2,CITY HOTEL,JL PASIR KALIKI NO 36-42 BANDUNG,410000
785,AMARIS HOTEL CIHAMPELAS,BINTANG 2,DOWN TOWN HOTEL,JL. CIHAMPELAS NO.171 BANDUNG,410000
786,HOTEL AUGUSTA VALLEY,BINTANG 2,RESIDENTIAL HOTEL,JL. CIPAKU NO. 19 SETIABUDI BANDUNG,410000
787,RED DOORZ WASTU KENCANA,BINTANG 2,CITY HOTEL,JL. LINGGAWASTU NO. 3 BANDUNG WETAN TAMAN SARI JAWA BARAT,410000
788,RED DOORZ PLUS,BINTANG 2,DOWN TOWN HOTEL,JL. CIHAMPELAS NO. 179 CIHAMPELAS BANDUNG,410000
789,HOTEL GHOTIC,BINTANG 2,CITY HOTEL,JL.SOEKARNO HATTA NO.534 BANDUNG,410000
790,HOTEL 88 KOPO BANDUNG,BINTANG 2,CITY HOTEL,JL. KOPO CIRANGRANG NO. 459 BANDUNG,410000
791,GRAHA CIUMBULEUIT GUEST HOUSE,BINTANG 2,GUEST HOUSE,JL. CIUMBULEUIT NO.156 BANDUNG,410000
792,HOTEL AUGUSTA SURAPATI,BINTANG 2,CITY HOTEL,JL. SURAPATI NO.203 BANDUNG,410000
793,HOTEL SERENA BANDUNG,BINTANG 2,CITY HOTEL,JL. MARJUK NO.4-6 KEBON KAWUNG BANDUNG,410000
794,NAVAL HOTEL,BINTANG 2,CITY HOTEL,JL. SUKAJADI NO.180 SUKAJADI BANDUNG,410000
795,AMIRA HOTEL,BINTANG 2,CITY HOTEL,JL. DANGDEUR INDAH NO.20 BANDUNG,410000
796,HOTEL CITARUM,BINTANG 2,CITY HOTEL,JL. CITARUM NO. 16 BANDUNG,410000
797,HOTEL HARAPAN INDAH,BINTANG 2,CITY HOTEL,JL. GATOT SUBROTO NO. 45 B LENGKONG BANDUNG,410000
798,BUKIT DAGO HOTEL,BINTANG 2,RESIDENTIAL HOTEL,JL. IR. H. JUANDA NO. 311 DAGO BANDUNG JAWA BARAT,410000
799,HOTEL RIAU BANDUNG,BINTANG 2,CITY HOTEL,JL. RE MARTADINATA NO. 191 RIAU BANDUNG,410000
800,VIO HOTEL PASTEUR,BINTANG 2,DOWN TOWN HOTEL,JL. DR. DJUNJUNAN PASTEUR NO. 154 BANDUNG,410000
801,LOTUS HOTEL,BINTANG 2,CITY HOTEL,JL. TUBAGUS ISMAIL VIII NO.45 DAGO BANDUNG,410000
802,HOTEL CARYOTA,BINTANG 2,CITY HOTEL,JL. SUKAJADI NO.169 SUKAJADI BANDUNG,410000
803,RED DOORZ CIPAKU,BINTANG 2,RESIDENTIAL HOTEL,JL. CIPAKU INDAH III NO. 11 LEDENG SETIABUDI BANDUNG,410000
804,RUBY HOTEL SYARIAH,BINTANG 2,CITY HOTEL,JL. DR. RUBINI NO. 4 PASIR KALIKI BANDUNG,410000
805,WIRTON DAGO HOTEL,BINTANG 2,RESIDENTIAL HOTEL,"JL. IR. H. DJUANDA NO. 395 DAGOÂ 
  BANDUNG JAWA BARAT",410000
806,RED DOORZ CIBOGO BAWAH,BINTANG 2,RESIDENTIAL HOTEL,JL. CIBOGO BAWAH 23-25 BANDUNG PASTEUR,410000
807,BANTAL GULING ASIA AFRIKA,BINTANG 2,GUEST HOUSE,JL. KAUTAMAAN ISTRI NO.30B BANDUNG,410000
808,HOTEL CIHAMPELAS,BINTANG 2,DOWN TOWN HOTEL,JL. CIHAMPELAS NO.179 CIHAMPELAS BANDUNG JAWA BARAT,410000
809,ARIANDRI RESIDENCE,BINTANG 2,CITY HOTEL,JL. CILAKI NO.31 BANDUNG,410000
810,MINE HOME HOTEL,BINTANG 2,CITY HOTEL,JL. MARJUK NO.9 KEBON KAWUNG BANDUNG,410000
811,VIO HOTEL SURAPATI,BINTANG 2,CITY HOTEL,JL. SURAPATI NO. 15 BANDUNG,410000
812,HOTEL S3 SETRASARI,BINTANG 2,CITY HOTEL,JL. SURYA SUMANTRI KAV. 10 D BANDUNG,410000
813,TRIPLE SEVEN HOTEL,BINTANG 2,DOWN TOWN HOTEL,JL. PESANTREN WETAN NO. 20 PANDU-PADJAJARAN BANDUNG,410000
814,BALI INDAH HOTEL,BINTANG 2,CITY HOTEL,JL. BKR NO. 75 LINGKAR SELATAN BANDUNG,410000
815,GRAND AMELLIA HOTEL,BINTANG 2,RESIDENTIAL HOTEL,JL. CIJEROKASO NO. 124 GEGER KALONG HILIR BANDUNG JAWA BARAT,410000
816,LATIEF INN HOTEL,BINTANG 2,CITY HOTEL,JL. NATUNA NO.16 BANDUNG,410000
817,BANTAL GULING ALUN ALUN BANDUNG,BINTANG 2,CITY HOTEL,JL. MOH. TOHA NO. 42 BANDUNG JAWA BARAT,410000
818,HOTEL CIHAMPELAS 2,BINTANG 2,DOWN TOWN HOTEL,JL. CIHAMPELAS NO. 222,410000
819,AMARIS HOTEL CIMANUK,BINTANG 2,CITY HOTEL,JL. CIMANUK NO.14 BANDUNG,410000
820,DPALMA HOTEL,BINTANG 2,CITY HOTEL,JL. JEND. GATOT SUBROTO NO. 41 LENGKONG BANDUNG,410000
821,D'RIVER GUEST HOUSE,BINTANG 2,GUEST HOUSE,JL CIHAMPELAS 294 CIHAMPELAS BANDUNG,410000
822,SAWUNGGALING HOTEL,BINTANG 2,CITY HOTEL,JL. SAWUNGGALING NO.13 BANDUNG JAWA BARAT,410000
823,CORSICA HOTEL,BINTANG 2,CITY HOTEL,JL. SUPRATMAN NO. 43A BANDUNG WETAN BANDUNG,410000
824,POIN PHILA,BINTANG 2,DOWN TOWN HOTEL,JL. CIHAMPELAS NO.12 CIHAMPELAS BANDUNG JAWA BARAT,410000
825,HYPER INN,BINTANG 2,CITY HOTEL,JL. PASIR KALIKI RUKO HYPERSQUARE BLOK D 29 - 32 BANDUNG,410000
826,HOTEL ARIMBI DESTIK,BINTANG 2,CITY HOTEL,JL. DEWI SARTIKA NO. 108 A REGOL LENGKONG BANDUNG,410000
827,FLORES GALLERY HOTEL,BINTANG 2,CITY HOTEL,JL. FLORES NO. 7 RIAU BANDUNG,410000
828,DE'KAYA KINI HOTEL,BINTANG 2,CITY HOTEL,JL. CIPAMOKOLAN KOMP. RANCALOA REGENCY II NO.7 RIUNG BANDUNG BANDUNG,410000
829,WISMA DAGO 22,BINTANG 2,GUEST HOUSE,JL. DAGO POJOK NO. 22B DAGO BANDUNG JAWA BARAT,410000
830,RED DOORZ PLUS RUMAH MODE,BINTANG 2,DOWN TOWN HOTEL,JL. CIPAGANTI NO.150-152 CIPAGANTI BANDUNG,410000
831,ROYAL MERDEKA,BINTANG 2,CITY HOTEL,JL. MERDEKA NO. 34,410000
832,MALEO KOSTEL,BINTANG 2,CITY HOTEL,"JL. DANGDEUR INDAH II NO.4&15 SURYA SUMANTRI PASTEUR BANDUNG JAWA
  BARAT",410000
833,AMELLIA HOTEL PASTEUR,BINTANG 2,RESIDENTIAL HOTEL,JL. CIBOGO NO.81 SUKAWARNA SUKAJADI KOTA BANDUNG JAWA BARAT,410000
834,CT 195,BINTANG 2,GUEST HOUSE,JL. CIPEDES TENGAH NO. 195 SUKAJADI BANDUNG,410000
835,HOTEL UNIK BANDUNG,BINTANG 2,CITY HOTEL,JL. H. AKBAR NO.12 KEBON KAWUNG BANDUNG,410000
836,THE FELI HOTEL,BINTANG 2,CITY HOTEL,JL. BUAH BATU NO. 152 BANDUNG,410000
837,KALIMASADA HOTEL,BINTANG 2,CITY HOTEL,JL. KALIMANTAN NO.5 SUMUR BANDUNG BANDUNG,410000
838,ALQUEBY HOTEL,BINTANG 2,CITY HOTEL,JL. TERUSAN JAKARTA UTARA NO.7 BANDUNG,410000
839,SUTAN RAJA GUEST HOUSE,BINTANG 2,GUEST HOUSE,JL. TALAGA BODAS NO.66 BANDUNG,410000
840,BANTAL GULING GUEST HOUSE GATSU,BINTANG 2,GUEST HOUSE,JL.GATOT SUBROTO 194 BANDUNG BANDUNG CITY CENTER BANDUNG,410000
841,PONDOK AYUNI,BINTANG 2,GUEST HOUSE,JL. TERUSAN SARIRASA NO.2A SARIJADI SUKASARI PASTEUR BANDUNG JAWA BARAT,410000
842,WISMA DAGO 11,BINTANG 2,GUEST HOUSE,JL. DAGO POJOK NO. 11B BANDUNG JAWA BARAT,410000
843,HOTEL ASTRIA GRAHA,BINTANG 2,CITY HOTEL,JL. DALEM KAUM NO. 130A BANDUNG,410000
844,KARTIKA HOTEL,BINTANG 2,CITY HOTEL,JL. L. L. R. E. MARTADINATA NO. 144 A RIAU BANDUNG JAWA BARAT,410000
845,DANOUFA HOTEL,BINTANG 2,CITY HOTEL,JL. TITIRAN NO.17 SADANG SERANG COBLONG BANDUNG,410000
846,THE POSTER HOTEL MICE,BINTANG 2,BUSSINESS HOTEL,JL. PHH MUSTOFA NO. 33 A BANDUNG,410000
847,ARIANDRI BOUTIQUE GUEST HOUSE,BINTANG 2,GUEST HOUSE,JL. SUKAKARYA NO.15 SURYA SUMANTRI BANDUNG,410000
848,BALTIKA HOTEL,BINTANG 2,CITY HOTEL,JL. GATOT SUBROTO NO. 38 MALABAR LENGKONG BANDUNG JAWA BARAT,410000
849,HOTEL ENDAH PARAHYANGAN,BINTANG 2,CITY HOTEL,JL. RAYA CIBEUREUM NO.14 BANDUNG JAWA BARAT,410000
850,THE EIGHT HOTEL,BINTANG 2,CITY HOTEL,JL. SALENDRO UTARA NO.1 KEL. TURANGGA BANDUNG JAWA BARAT,410000
851,ILOS HOTEL,BINTANG 2,CITY HOTEL,JL. BABAKAN JERUK III NO.37-39 PASTEUR BANDUNG,410000
852,NEW MOONLIGHT HOTEL,BINTANG 2,CITY HOTEL,JL. TERUSAN PASIR KOJA NO. 24-26 BANDUNG,410000
853,EVE HOTEL,BINTANG 2,CITY HOTEL,JL MEKARSARI NO 2 CIBADUYUT BANDUNG JAWA BARAT,410000
854,HOTEL MONTAMERI,BINTANG 2,CITY HOTEL,JL. PEJUANG 45 NO. 77 BANDUNG JAWA BARAT,410000
855,UNIQUE GUEST HOUSE,BINTANG 2,GUEST HOUSE,JL. ENCES AJIS 34 (GARDU JATI) PASIR KALIKI BANDUNG JAWA BARAT,410000
